,settlementDate,settlementPeriod,startTime,netVolume,isPositive
10476,2020-09-09,32,2020-09-09T14:30:00Z,42.0,1
10475,2020-09-09,34,2020-09-09T15:30:00Z,43.25,1
10474,2020-09-09,35,2020-09-09T16:00:00Z,295.163,1
10473,2020-09-09,36,2020-09-09T16:30:00Z,304.003,1
10472,2020-09-09,37,2020-09-09T17:00:00Z,124.436,1
10471,2020-09-09,38,2020-09-09T17:30:00Z,123.231,1
10470,2020-09-09,39,2020-09-09T18:00:00Z,29.0,1
10469,2020-09-09,40,2020-09-09T18:30:00Z,127.769,1
10468,2020-09-09,41,2020-09-09T19:00:00Z,146.231,1
10467,2020-09-09,45,2020-09-09T21:00:00Z,-106.0,0
10466,2020-09-09,46,2020-09-09T21:30:00Z,-128.5,0
10465,2020-09-09,47,2020-09-09T22:00:00Z,-158.5,0
10464,2020-09-09,48,2020-09-09T22:30:00Z,-158.5,0
10463,2020-09-10,1,2020-09-09T23:00:00Z,-156.567,0
10462,2020-09-10,2,2020-09-09T23:30:00Z,-152.683,0
10461,2020-09-10,3,2020-09-10T00:00:00Z,-258.5,0
10460,2020-09-10,4,2020-09-10T00:30:00Z,-258.5,0
10459,2020-09-10,5,2020-09-10T01:00:00Z,-228.5,0
10458,2020-09-10,6,2020-09-10T01:30:00Z,-228.5,0
10457,2020-09-10,7,2020-09-10T02:00:00Z,-228.5,0
10456,2020-09-10,8,2020-09-10T02:30:00Z,-228.5,0
10455,2020-09-10,9,2020-09-10T03:00:00Z,-178.5,0
10454,2020-09-10,10,2020-09-10T03:30:00Z,-178.5,0
10453,2020-09-10,11,2020-09-10T04:00:00Z,135.75,1
10452,2020-09-10,12,2020-09-10T04:30:00Z,135.583,1
10451,2020-09-10,13,2020-09-10T05:00:00Z,500.0,1
10450,2020-09-10,14,2020-09-10T05:30:00Z,500.0,1
10449,2020-09-10,15,2020-09-10T06:00:00Z,650.0,1
10448,2020-09-10,16,2020-09-10T06:30:00Z,650.0,1
10447,2020-09-10,17,2020-09-10T07:00:00Z,70.769,1
10446,2020-09-10,18,2020-09-10T07:30:00Z,164.425,1
10445,2020-09-10,19,2020-09-10T08:00:00Z,135.075,1
10444,2020-09-10,20,2020-09-10T08:30:00Z,157.731,1
10443,2020-09-10,21,2020-09-10T09:00:00Z,48.0,1
10442,2020-09-10,22,2020-09-10T09:30:00Z,8.0,1
10441,2020-09-10,23,2020-09-10T10:00:00Z,111.5,1
10440,2020-09-10,25,2020-09-10T11:00:00Z,26.0,1
10439,2020-09-10,27,2020-09-10T12:00:00Z,14.0,1
10438,2020-09-10,29,2020-09-10T13:00:00Z,516.0,1
10437,2020-09-10,30,2020-09-10T13:30:00Z,539.0,1
10436,2020-09-10,31,2020-09-10T14:00:00Z,577.269,1
10435,2020-09-10,32,2020-09-10T14:30:00Z,509.231,1
10434,2020-09-10,33,2020-09-10T15:00:00Z,500.0,1
10433,2020-09-10,34,2020-09-10T15:30:00Z,500.0,1
10432,2020-09-10,35,2020-09-10T16:00:00Z,1200.0,1
10431,2020-09-10,36,2020-09-10T16:30:00Z,1200.0,1
10430,2020-09-10,37,2020-09-10T17:00:00Z,1215.333,1
10429,2020-09-10,38,2020-09-10T17:30:00Z,1200.0,1
10428,2020-09-10,39,2020-09-10T18:00:00Z,936.0,1
10427,2020-09-10,40,2020-09-10T18:30:00Z,900.0,1
10426,2020-09-10,41,2020-09-10T19:00:00Z,500.0,1
10425,2020-09-10,42,2020-09-10T19:30:00Z,500.0,1
10424,2020-09-10,43,2020-09-10T20:00:00Z,304.0,1
10423,2020-09-10,44,2020-09-10T20:30:00Z,267.969,1
10422,2020-09-10,45,2020-09-10T21:00:00Z,888.031,1
10421,2020-09-10,46,2020-09-10T21:30:00Z,877.25,1
10420,2020-09-10,47,2020-09-10T22:00:00Z,-22.0,0
10419,2020-09-10,48,2020-09-10T22:30:00Z,-24.0,0
10418,2020-09-11,1,2020-09-10T23:00:00Z,-23.5,0
10417,2020-09-11,2,2020-09-10T23:30:00Z,34.5,1
10416,2020-09-11,3,2020-09-11T00:00:00Z,-4.0,0
10415,2020-09-11,4,2020-09-11T00:30:00Z,-24.0,0
10414,2020-09-11,5,2020-09-11T01:00:00Z,-24.0,0
10413,2020-09-11,6,2020-09-11T01:30:00Z,-24.0,0
10412,2020-09-11,7,2020-09-11T02:00:00Z,176.0,1
10411,2020-09-11,8,2020-09-11T02:30:00Z,176.0,1
10410,2020-09-11,9,2020-09-11T03:00:00Z,288.5,1
10409,2020-09-11,10,2020-09-11T03:30:00Z,288.5,1
10408,2020-09-11,11,2020-09-11T04:00:00Z,1038.5,1
10407,2020-09-11,12,2020-09-11T04:30:00Z,1038.5,1
10406,2020-09-11,13,2020-09-11T05:00:00Z,1306.0,1
10405,2020-09-11,14,2020-09-11T05:30:00Z,1313.0,1
10404,2020-09-11,15,2020-09-11T06:00:00Z,1331.0,1
10403,2020-09-11,16,2020-09-11T06:30:00Z,1331.0,1
10402,2020-09-11,17,2020-09-11T07:00:00Z,698.769,1
10401,2020-09-11,18,2020-09-11T07:30:00Z,732.898,1
10400,2020-09-11,19,2020-09-11T08:00:00Z,-20.833,0
10399,2020-09-11,20,2020-09-11T08:30:00Z,-59.0,0
10398,2020-09-11,21,2020-09-11T09:00:00Z,-115.0,0
10397,2020-09-11,22,2020-09-11T09:30:00Z,-78.481,0
10396,2020-09-11,23,2020-09-11T10:00:00Z,-48.0,0
10395,2020-09-11,24,2020-09-11T10:30:00Z,-44.0,0
10394,2020-09-11,25,2020-09-11T11:00:00Z,-96.269,0
10393,2020-09-11,26,2020-09-11T11:30:00Z,-114.0,0
10392,2020-09-11,27,2020-09-11T12:00:00Z,150.0,1
10391,2020-09-11,28,2020-09-11T12:30:00Z,159.769,1
10390,2020-09-11,29,2020-09-11T13:00:00Z,712.731,1
10389,2020-09-11,30,2020-09-11T13:30:00Z,662.5,1
10388,2020-09-11,31,2020-09-11T14:00:00Z,500.0,1
10387,2020-09-11,32,2020-09-11T14:30:00Z,516.769,1
10386,2020-09-11,33,2020-09-11T15:00:00Z,805.0,1
10385,2020-09-11,34,2020-09-11T15:30:00Z,763.231,1
10384,2020-09-11,35,2020-09-11T16:00:00Z,500.0,1
10383,2020-09-11,36,2020-09-11T16:30:00Z,550.0,1
10382,2020-09-11,37,2020-09-11T17:00:00Z,704.0,1
10381,2020-09-11,38,2020-09-11T17:30:00Z,700.0,1
10380,2020-09-11,39,2020-09-11T18:00:00Z,400.0,1
10379,2020-09-11,40,2020-09-11T18:30:00Z,400.0,1
10378,2020-09-11,45,2020-09-11T21:00:00Z,-52.0,0
10377,2020-09-11,46,2020-09-11T21:30:00Z,-52.0,0
10376,2020-09-11,47,2020-09-11T22:00:00Z,-249.0,0
10375,2020-09-11,48,2020-09-11T22:30:00Z,-249.0,0
10374,2020-09-12,1,2020-09-11T23:00:00Z,103.5,1
10373,2020-09-12,2,2020-09-11T23:30:00Z,103.5,1
10372,2020-09-12,3,2020-09-12T00:00:00Z,171.0,1
10371,2020-09-12,4,2020-09-12T00:30:00Z,171.0,1
10370,2020-09-12,5,2020-09-12T01:00:00Z,316.0,1
10369,2020-09-12,6,2020-09-12T01:30:00Z,316.0,1
10368,2020-09-12,7,2020-09-12T02:00:00Z,356.0,1
10367,2020-09-12,8,2020-09-12T02:30:00Z,356.0,1
10366,2020-09-12,9,2020-09-12T03:00:00Z,361.0,1
10365,2020-09-12,10,2020-09-12T03:30:00Z,361.0,1
10364,2020-09-12,11,2020-09-12T04:00:00Z,311.0,1
10363,2020-09-12,12,2020-09-12T04:30:00Z,311.0,1
10362,2020-09-12,13,2020-09-12T05:00:00Z,341.0,1
10361,2020-09-12,14,2020-09-12T05:30:00Z,341.0,1
10360,2020-09-12,15,2020-09-12T06:00:00Z,-197.0,0
10359,2020-09-12,16,2020-09-12T06:30:00Z,-197.0,0
10358,2020-09-12,17,2020-09-12T07:00:00Z,-647.0,0
10357,2020-09-12,18,2020-09-12T07:30:00Z,-647.0,0
10356,2020-09-12,19,2020-09-12T08:00:00Z,-773.25,0
10355,2020-09-12,20,2020-09-12T08:30:00Z,-773.25,0
10354,2020-09-12,21,2020-09-12T09:00:00Z,-720.75,0
10353,2020-09-12,22,2020-09-12T09:30:00Z,-720.75,0
10352,2020-09-12,23,2020-09-12T10:00:00Z,-720.75,0
10351,2020-09-12,24,2020-09-12T10:30:00Z,-720.75,0
10350,2020-09-12,25,2020-09-12T11:00:00Z,-720.75,0
10349,2020-09-12,26,2020-09-12T11:30:00Z,-720.75,0
10348,2020-09-12,27,2020-09-12T12:00:00Z,-805.0,0
10347,2020-09-12,28,2020-09-12T12:30:00Z,-805.0,0
10346,2020-09-12,29,2020-09-12T13:00:00Z,-805.0,0
10345,2020-09-12,30,2020-09-12T13:30:00Z,-805.0,0
10344,2020-09-12,31,2020-09-12T14:00:00Z,-830.0,0
10343,2020-09-12,32,2020-09-12T14:30:00Z,-830.0,0
10342,2020-09-12,33,2020-09-12T15:00:00Z,-670.0,0
10341,2020-09-12,34,2020-09-12T15:30:00Z,-475.0,0
10340,2020-09-12,35,2020-09-12T16:00:00Z,-400.0,0
10339,2020-09-12,36,2020-09-12T16:30:00Z,-400.0,0
10338,2020-09-12,37,2020-09-12T17:00:00Z,-400.0,0
10337,2020-09-12,38,2020-09-12T17:30:00Z,-400.0,0
10336,2020-09-12,39,2020-09-12T18:00:00Z,-300.0,0
10335,2020-09-12,40,2020-09-12T18:30:00Z,-300.0,0
10334,2020-09-12,41,2020-09-12T19:00:00Z,-400.0,0
10333,2020-09-12,42,2020-09-12T19:30:00Z,-400.0,0
10332,2020-09-12,43,2020-09-12T20:00:00Z,-310.0,0
10331,2020-09-12,44,2020-09-12T20:30:00Z,-310.0,0
10330,2020-09-12,45,2020-09-12T21:00:00Z,-160.0,0
10329,2020-09-12,46,2020-09-12T21:30:00Z,-352.5,0
10328,2020-09-12,47,2020-09-12T22:00:00Z,-37.0,0
10327,2020-09-12,48,2020-09-12T22:30:00Z,-223.5,0
10326,2020-09-13,1,2020-09-12T23:00:00Z,203.083,1
10325,2020-09-13,2,2020-09-12T23:30:00Z,186.5,1
10324,2020-09-13,3,2020-09-13T00:00:00Z,266.5,1
10323,2020-09-13,4,2020-09-13T00:30:00Z,266.5,1
10322,2020-09-13,5,2020-09-13T01:00:00Z,566.5,1
10321,2020-09-13,6,2020-09-13T01:30:00Z,566.5,1
10320,2020-09-13,7,2020-09-13T02:00:00Z,566.5,1
10319,2020-09-13,8,2020-09-13T02:30:00Z,566.5,1
10318,2020-09-13,9,2020-09-13T03:00:00Z,566.5,1
10317,2020-09-13,10,2020-09-13T03:30:00Z,566.5,1
10316,2020-09-13,11,2020-09-13T04:00:00Z,566.5,1
10315,2020-09-13,12,2020-09-13T04:30:00Z,566.5,1
10314,2020-09-13,13,2020-09-13T05:00:00Z,389.0,1
10313,2020-09-13,14,2020-09-13T05:30:00Z,168.0,1
10312,2020-09-13,15,2020-09-13T06:00:00Z,-610.0,0
10311,2020-09-13,16,2020-09-13T06:30:00Z,-610.0,0
10310,2020-09-13,17,2020-09-13T07:00:00Z,-985.0,0
10309,2020-09-13,18,2020-09-13T07:30:00Z,-985.0,0
10308,2020-09-13,19,2020-09-13T08:00:00Z,-1170.0,0
10307,2020-09-13,20,2020-09-13T08:30:00Z,-1170.0,0
10306,2020-09-13,21,2020-09-13T09:00:00Z,-1200.0,0
10305,2020-09-13,22,2020-09-13T09:30:00Z,-1200.0,0
10304,2020-09-13,23,2020-09-13T10:00:00Z,-1200.0,0
10303,2020-09-13,24,2020-09-13T10:30:00Z,-1200.0,0
10302,2020-09-13,25,2020-09-13T11:00:00Z,-1200.0,0
10301,2020-09-13,26,2020-09-13T11:30:00Z,-1200.0,0
10300,2020-09-13,27,2020-09-13T12:00:00Z,-714.5,0
10299,2020-09-13,28,2020-09-13T12:30:00Z,-714.5,0
10298,2020-09-13,29,2020-09-13T13:00:00Z,-877.0,0
10297,2020-09-13,30,2020-09-13T13:30:00Z,-877.0,0
10296,2020-09-13,31,2020-09-13T14:00:00Z,-877.0,0
10295,2020-09-13,32,2020-09-13T14:30:00Z,-806.564,0
10294,2020-09-13,33,2020-09-13T15:00:00Z,-1119.606,0
10293,2020-09-13,34,2020-09-13T15:30:00Z,-1095.922,0
10292,2020-09-13,35,2020-09-13T16:00:00Z,-729.139,0
10291,2020-09-13,36,2020-09-13T16:30:00Z,-707.0,0
10290,2020-09-13,37,2020-09-13T17:00:00Z,-457.0,0
10289,2020-09-13,38,2020-09-13T17:30:00Z,-478.769,0
10288,2020-09-13,39,2020-09-13T18:00:00Z,-657.0,0
10287,2020-09-13,40,2020-09-13T18:30:00Z,-631.781,0
10286,2020-09-13,41,2020-09-13T19:00:00Z,-580.219,0
10285,2020-09-13,42,2020-09-13T19:30:00Z,-586.0,0
10284,2020-09-13,43,2020-09-13T20:00:00Z,-645.75,0
10283,2020-09-13,44,2020-09-13T20:30:00Z,-667.0,0
10282,2020-09-13,45,2020-09-13T21:00:00Z,-735.0,0
10281,2020-09-13,46,2020-09-13T21:30:00Z,-747.0,0
10280,2020-09-13,47,2020-09-13T22:00:00Z,-315.5,0
10279,2020-09-13,48,2020-09-13T22:30:00Z,-315.5,0
10278,2020-09-14,1,2020-09-13T23:00:00Z,-284.0,0
10277,2020-09-14,2,2020-09-13T23:30:00Z,-259.0,0
10276,2020-09-14,3,2020-09-14T00:00:00Z,-198.5,0
10275,2020-09-14,4,2020-09-14T00:30:00Z,-170.031,0
10274,2020-09-14,5,2020-09-14T01:00:00Z,-397.0,0
10273,2020-09-14,6,2020-09-14T01:30:00Z,-403.0,0
10272,2020-09-14,7,2020-09-14T02:00:00Z,-455.5,0
10271,2020-09-14,8,2020-09-14T02:30:00Z,-441.5,0
10270,2020-09-14,9,2020-09-14T03:00:00Z,-135.5,0
10269,2020-09-14,10,2020-09-14T03:30:00Z,-135.5,0
10268,2020-09-14,11,2020-09-14T04:00:00Z,530.0,1
10267,2020-09-14,12,2020-09-14T04:30:00Z,530.0,1
10266,2020-09-14,13,2020-09-14T05:00:00Z,780.0,1
10265,2020-09-14,14,2020-09-14T05:30:00Z,780.0,1
10264,2020-09-14,15,2020-09-14T06:00:00Z,130.0,1
10263,2020-09-14,16,2020-09-14T06:30:00Z,211.516,1
10262,2020-09-14,17,2020-09-14T07:00:00Z,303.651,1
10261,2020-09-14,18,2020-09-14T07:30:00Z,250.0,1
10260,2020-09-14,19,2020-09-14T08:00:00Z,362.667,1
10259,2020-09-14,20,2020-09-14T08:30:00Z,360.0,1
10258,2020-09-14,21,2020-09-14T09:00:00Z,48.936,1
10257,2020-09-14,22,2020-09-14T09:30:00Z,45.0,1
10256,2020-09-14,23,2020-09-14T10:00:00Z,45.0,1
10255,2020-09-14,24,2020-09-14T10:30:00Z,24.231,1
10254,2020-09-14,26,2020-09-14T11:30:00Z,58.0,1
10253,2020-09-14,27,2020-09-14T12:00:00Z,161.269,1
10252,2020-09-14,28,2020-09-14T12:30:00Z,152.731,1
10251,2020-09-14,29,2020-09-14T13:00:00Z,27.0,1
10250,2020-09-14,31,2020-09-14T14:00:00Z,650.0,1
10249,2020-09-14,32,2020-09-14T14:30:00Z,650.0,1
10248,2020-09-14,33,2020-09-14T15:00:00Z,800.0,1
10247,2020-09-14,34,2020-09-14T15:30:00Z,800.0,1
10246,2020-09-14,35,2020-09-14T16:00:00Z,650.0,1
10245,2020-09-14,36,2020-09-14T16:30:00Z,650.0,1
10244,2020-09-14,37,2020-09-14T17:00:00Z,1150.0,1
10243,2020-09-14,38,2020-09-14T17:30:00Z,1150.0,1
10242,2020-09-14,39,2020-09-14T18:00:00Z,550.0,1
10241,2020-09-14,40,2020-09-14T18:30:00Z,550.0,1
10240,2020-09-14,41,2020-09-14T19:00:00Z,250.0,1
10239,2020-09-14,42,2020-09-14T19:30:00Z,250.0,1
10238,2020-09-14,43,2020-09-14T20:00:00Z,400.0,1
10237,2020-09-14,44,2020-09-14T20:30:00Z,400.0,1
10236,2020-09-14,45,2020-09-14T21:00:00Z,381.5,1
10235,2020-09-14,46,2020-09-14T21:30:00Z,381.5,1
10234,2020-09-14,47,2020-09-14T22:00:00Z,324.5,1
10233,2020-09-14,48,2020-09-14T22:30:00Z,340.5,1
10232,2020-09-15,1,2020-09-14T23:00:00Z,269.0,1
10231,2020-09-15,2,2020-09-14T23:30:00Z,269.0,1
10230,2020-09-15,3,2020-09-15T00:00:00Z,45.0,1
10229,2020-09-15,4,2020-09-15T00:30:00Z,79.0,1
10228,2020-09-15,5,2020-09-15T01:00:00Z,-12.5,0
10227,2020-09-15,6,2020-09-15T01:30:00Z,-18.5,0
10226,2020-09-15,7,2020-09-15T02:00:00Z,19.0,1
10225,2020-09-15,8,2020-09-15T02:30:00Z,19.0,1
10224,2020-09-15,9,2020-09-15T03:00:00Z,261.5,1
10223,2020-09-15,10,2020-09-15T03:30:00Z,261.5,1
10222,2020-09-15,11,2020-09-15T04:00:00Z,531.5,1
10221,2020-09-15,12,2020-09-15T04:30:00Z,531.5,1
10220,2020-09-15,13,2020-09-15T05:00:00Z,1093.333,1
10219,2020-09-15,14,2020-09-15T05:30:00Z,1054.0,1
10218,2020-09-15,15,2020-09-15T06:00:00Z,950.0,1
10217,2020-09-15,16,2020-09-15T06:30:00Z,950.0,1
10216,2020-09-15,17,2020-09-15T07:00:00Z,188.769,1
10215,2020-09-15,18,2020-09-15T07:30:00Z,235.231,1
10214,2020-09-15,19,2020-09-15T08:00:00Z,105.269,1
10213,2020-09-15,20,2020-09-15T08:30:00Z,161.7,1
10212,2020-09-15,21,2020-09-15T09:00:00Z,58.031,1
10211,2020-09-15,22,2020-09-15T09:30:00Z,48.769,1
10210,2020-09-15,23,2020-09-15T10:00:00Z,87.731,1
10209,2020-09-15,27,2020-09-15T12:00:00Z,287.5,1
10208,2020-09-15,28,2020-09-15T12:30:00Z,314.5,1
10207,2020-09-15,29,2020-09-15T13:00:00Z,472.269,1
10206,2020-09-15,30,2020-09-15T13:30:00Z,510.231,1
10205,2020-09-15,31,2020-09-15T14:00:00Z,720.0,1
10204,2020-09-15,32,2020-09-15T14:30:00Z,700.0,1
10203,2020-09-15,33,2020-09-15T15:00:00Z,1220.0,1
10202,2020-09-15,34,2020-09-15T15:30:00Z,1220.0,1
10201,2020-09-15,35,2020-09-15T16:00:00Z,1350.0,1
10200,2020-09-15,36,2020-09-15T16:30:00Z,1350.0,1
10199,2020-09-15,37,2020-09-15T17:00:00Z,1570.0,1
10198,2020-09-15,38,2020-09-15T17:30:00Z,1570.0,1
10197,2020-09-15,39,2020-09-15T18:00:00Z,1150.0,1
10196,2020-09-15,40,2020-09-15T18:30:00Z,1150.0,1
10195,2020-09-15,41,2020-09-15T19:00:00Z,900.0,1
10194,2020-09-15,42,2020-09-15T19:30:00Z,900.0,1
10193,2020-09-15,43,2020-09-15T20:00:00Z,755.25,1
10192,2020-09-15,44,2020-09-15T20:30:00Z,750.0,1
10191,2020-09-15,45,2020-09-15T21:00:00Z,12.0,1
10190,2020-09-15,47,2020-09-15T22:00:00Z,650.0,1
10189,2020-09-15,48,2020-09-15T22:30:00Z,650.0,1
10188,2020-09-16,1,2020-09-15T23:00:00Z,918.25,1
10187,2020-09-16,2,2020-09-15T23:30:00Z,850.0,1
10783,2020-09-16,3,2020-09-16T00:00:00Z,775.0,1
10186,2020-09-16,3,2020-09-16T00:00:00Z,775.0,1
10782,2020-09-16,4,2020-09-16T00:30:00Z,775.0,1
10781,2020-09-16,5,2020-09-16T01:00:00Z,650.0,1
10780,2020-09-16,6,2020-09-16T01:30:00Z,650.0,1
10779,2020-09-16,7,2020-09-16T02:00:00Z,500.0,1
10778,2020-09-16,8,2020-09-16T02:30:00Z,500.0,1
10777,2020-09-16,9,2020-09-16T03:00:00Z,600.0,1
10776,2020-09-16,10,2020-09-16T03:30:00Z,600.0,1
10775,2020-09-16,11,2020-09-16T04:00:00Z,812.0,1
10774,2020-09-16,12,2020-09-16T04:30:00Z,812.0,1
10773,2020-09-16,13,2020-09-16T05:00:00Z,1150.0,1
10772,2020-09-16,14,2020-09-16T05:30:00Z,1188.186,1
10771,2020-09-16,15,2020-09-16T06:00:00Z,1175.0,1
10770,2020-09-16,16,2020-09-16T06:30:00Z,1140.731,1
10769,2020-09-16,32,2020-09-16T14:30:00Z,24.0,1
10768,2020-09-16,34,2020-09-16T15:30:00Z,5.5,1
10767,2020-09-16,35,2020-09-16T16:00:00Z,72.0,1
10766,2020-09-16,36,2020-09-16T16:30:00Z,30.0,1
10765,2020-09-16,43,2020-09-16T20:00:00Z,229.17,1
10764,2020-09-16,44,2020-09-16T20:30:00Z,267.628,1
10763,2020-09-16,45,2020-09-16T21:00:00Z,161.295,1
10762,2020-09-16,46,2020-09-16T21:30:00Z,126.015,1
10761,2020-09-16,47,2020-09-16T22:00:00Z,-173.925,0
10760,2020-09-16,48,2020-09-16T22:30:00Z,-176.0,0
10759,2020-09-17,1,2020-09-16T23:00:00Z,-551.0,0
10758,2020-09-17,2,2020-09-16T23:30:00Z,-470.0,0
10757,2020-09-17,3,2020-09-17T00:00:00Z,-533.0,0
10756,2020-09-17,4,2020-09-17T00:30:00Z,-551.0,0
10755,2020-09-17,5,2020-09-17T01:00:00Z,-521.0,0
10754,2020-09-17,6,2020-09-17T01:30:00Z,-521.0,0
10753,2020-09-17,7,2020-09-17T02:00:00Z,-446.0,0
10752,2020-09-17,8,2020-09-17T02:30:00Z,-446.0,0
10751,2020-09-17,9,2020-09-17T03:00:00Z,-446.0,0
10750,2020-09-17,10,2020-09-17T03:30:00Z,-446.0,0
10749,2020-09-17,11,2020-09-17T04:00:00Z,326.333,1
10748,2020-09-17,12,2020-09-17T04:30:00Z,303.917,1
10747,2020-09-17,13,2020-09-17T05:00:00Z,227.432,1
10746,2020-09-17,14,2020-09-17T05:30:00Z,243.401,1
10745,2020-09-17,15,2020-09-17T06:00:00Z,73.269,1
10744,2020-09-17,16,2020-09-17T06:30:00Z,91.231,1
10743,2020-09-17,17,2020-09-17T07:00:00Z,56.0,1
10742,2020-09-17,19,2020-09-17T08:00:00Z,10.0,1
10741,2020-09-17,21,2020-09-17T09:00:00Z,190.0,1
10740,2020-09-17,22,2020-09-17T09:30:00Z,202.0,1
10739,2020-09-17,23,2020-09-17T10:00:00Z,345.0,1
10738,2020-09-17,24,2020-09-17T10:30:00Z,335.0,1
10737,2020-09-17,25,2020-09-17T11:00:00Z,335.0,1
10736,2020-09-17,26,2020-09-17T11:30:00Z,335.0,1
10735,2020-09-17,27,2020-09-17T12:00:00Z,335.0,1
10734,2020-09-17,28,2020-09-17T12:30:00Z,343.0,1
10733,2020-09-17,29,2020-09-17T13:00:00Z,335.0,1
10732,2020-09-17,30,2020-09-17T13:30:00Z,335.0,1
10731,2020-09-17,31,2020-09-17T14:00:00Z,175.0,1
10730,2020-09-17,32,2020-09-17T14:30:00Z,175.0,1
10729,2020-09-17,35,2020-09-17T16:00:00Z,-250.0,0
10728,2020-09-17,36,2020-09-17T16:30:00Z,-250.0,0
10727,2020-09-17,37,2020-09-17T17:00:00Z,-250.0,0
10726,2020-09-17,38,2020-09-17T17:30:00Z,-250.0,0
10725,2020-09-17,39,2020-09-17T18:00:00Z,-250.0,0
10724,2020-09-17,40,2020-09-17T18:30:00Z,-250.0,0
10723,2020-09-17,41,2020-09-17T19:00:00Z,-195.0,0
10722,2020-09-17,42,2020-09-17T19:30:00Z,-195.0,0
10721,2020-09-17,43,2020-09-17T20:00:00Z,-105.0,0
10720,2020-09-17,44,2020-09-17T20:30:00Z,-105.0,0
10719,2020-09-17,45,2020-09-17T21:00:00Z,15.0,1
10718,2020-09-17,46,2020-09-17T21:30:00Z,15.0,1
10717,2020-09-17,47,2020-09-17T22:00:00Z,148.5,1
10716,2020-09-17,48,2020-09-17T22:30:00Z,148.5,1
10715,2020-09-18,1,2020-09-17T23:00:00Z,148.5,1
10714,2020-09-18,2,2020-09-17T23:30:00Z,148.5,1
10713,2020-09-18,3,2020-09-18T00:00:00Z,148.5,1
10712,2020-09-18,4,2020-09-18T00:30:00Z,148.5,1
10711,2020-09-18,5,2020-09-18T01:00:00Z,191.0,1
10710,2020-09-18,6,2020-09-18T01:30:00Z,191.0,1
10709,2020-09-18,7,2020-09-18T02:00:00Z,73.5,1
10708,2020-09-18,8,2020-09-18T02:30:00Z,73.5,1
10707,2020-09-18,9,2020-09-18T03:00:00Z,73.5,1
10706,2020-09-18,10,2020-09-18T03:30:00Z,73.5,1
10705,2020-09-18,11,2020-09-18T04:00:00Z,223.5,1
10704,2020-09-18,12,2020-09-18T04:30:00Z,-105.0,0
10703,2020-09-18,13,2020-09-18T05:00:00Z,395.0,1
10702,2020-09-18,14,2020-09-18T05:30:00Z,421.667,1
10701,2020-09-18,15,2020-09-18T06:00:00Z,-81.0,0
10700,2020-09-18,16,2020-09-18T06:30:00Z,-105.0,0
10699,2020-09-18,17,2020-09-18T07:00:00Z,-105.0,0
10698,2020-09-18,18,2020-09-18T07:30:00Z,-105.0,0
10697,2020-09-18,19,2020-09-18T08:00:00Z,-105.0,0
10696,2020-09-18,20,2020-09-18T08:30:00Z,-105.0,0
10695,2020-09-18,21,2020-09-18T09:00:00Z,-105.0,0
10694,2020-09-18,22,2020-09-18T09:30:00Z,-105.0,0
10693,2020-09-18,23,2020-09-18T10:00:00Z,-105.0,0
10692,2020-09-18,24,2020-09-18T10:30:00Z,-105.0,0
10691,2020-09-18,25,2020-09-18T11:00:00Z,-105.0,0
10690,2020-09-18,26,2020-09-18T11:30:00Z,-105.0,0
10689,2020-09-18,27,2020-09-18T12:00:00Z,-52.5,0
10688,2020-09-18,28,2020-09-18T12:30:00Z,-52.5,0
10687,2020-09-18,29,2020-09-18T13:00:00Z,-44.5,0
10686,2020-09-18,30,2020-09-18T13:30:00Z,-42.5,0
10685,2020-09-18,31,2020-09-18T14:00:00Z,-52.5,0
10684,2020-09-18,32,2020-09-18T14:30:00Z,-52.5,0
10683,2020-09-18,33,2020-09-18T15:00:00Z,-52.5,0
10682,2020-09-18,34,2020-09-18T15:30:00Z,-52.5,0
10681,2020-09-18,35,2020-09-18T16:00:00Z,-52.5,0
10680,2020-09-18,36,2020-09-18T16:30:00Z,-52.5,0
10679,2020-09-18,37,2020-09-18T17:00:00Z,-52.5,0
10678,2020-09-18,38,2020-09-18T17:30:00Z,-52.5,0
10677,2020-09-18,39,2020-09-18T18:00:00Z,-52.5,0
10676,2020-09-18,40,2020-09-18T18:30:00Z,-52.5,0
10675,2020-09-18,41,2020-09-18T19:00:00Z,-52.5,0
10674,2020-09-18,42,2020-09-18T19:30:00Z,-52.5,0
10673,2020-09-18,43,2020-09-18T20:00:00Z,-62.5,0
10672,2020-09-18,44,2020-09-18T20:30:00Z,-62.5,0
10671,2020-09-18,45,2020-09-18T21:00:00Z,-314.5,0
10670,2020-09-18,46,2020-09-18T21:30:00Z,-314.5,0
10669,2020-09-18,47,2020-09-18T22:00:00Z,-693.5,0
10668,2020-09-18,48,2020-09-18T22:30:00Z,-693.5,0
10667,2020-09-19,1,2020-09-18T23:00:00Z,-693.5,0
10666,2020-09-19,2,2020-09-18T23:30:00Z,-693.5,0
10665,2020-09-19,3,2020-09-19T00:00:00Z,-533.5,0
10664,2020-09-19,4,2020-09-19T00:30:00Z,-533.5,0
10663,2020-09-19,5,2020-09-19T01:00:00Z,-390.917,0
10662,2020-09-19,6,2020-09-19T01:30:00Z,-393.5,0
10661,2020-09-19,7,2020-09-19T02:00:00Z,-693.5,0
10660,2020-09-19,8,2020-09-19T02:30:00Z,-693.5,0
10659,2020-09-19,9,2020-09-19T03:00:00Z,-693.5,0
