,settlementDate,settlementPeriod,startTime
14013,2020-12-22,23,2020-12-22T11:00:00Z
14012,2020-12-22,24,2020-12-22T11:30:00Z
14011,2020-12-22,25,2020-12-22T12:00:00Z
14010,2020-12-22,32,2020-12-22T15:30:00Z
14009,2020-12-22,33,2020-12-22T16:00:00Z
14008,2020-12-22,34,2020-12-22T16:30:00Z
14007,2020-12-22,35,2020-12-22T17:00:00Z
14006,2020-12-22,36,2020-12-22T17:30:00Z
14005,2020-12-22,39,2020-12-22T19:00:00Z
14004,2020-12-22,40,2020-12-22T19:30:00Z
14003,2020-12-22,41,2020-12-22T20:00:00Z
14002,2020-12-22,42,2020-12-22T20:30:00Z
14001,2020-12-22,43,2020-12-22T21:00:00Z
14000,2020-12-22,44,2020-12-22T21:30:00Z
13999,2020-12-22,45,2020-12-22T22:00:00Z
13998,2020-12-22,46,2020-12-22T22:30:00Z
13997,2020-12-22,47,2020-12-22T23:00:00Z
13996,2020-12-22,48,2020-12-22T23:30:00Z
13995,2020-12-23,1,2020-12-23T00:00:00Z
14576,2020-12-23,1,2020-12-23T00:00:00Z
14575,2020-12-23,2,2020-12-23T00:30:00Z
14574,2020-12-23,3,2020-12-23T01:00:00Z
14573,2020-12-23,4,2020-12-23T01:30:00Z
14572,2020-12-23,5,2020-12-23T02:00:00Z
14571,2020-12-23,6,2020-12-23T02:30:00Z
14570,2020-12-23,7,2020-12-23T03:00:00Z
14569,2020-12-23,8,2020-12-23T03:30:00Z
14568,2020-12-23,9,2020-12-23T04:00:00Z
14567,2020-12-23,10,2020-12-23T04:30:00Z
14566,2020-12-23,11,2020-12-23T05:00:00Z
14565,2020-12-23,12,2020-12-23T05:30:00Z
14564,2020-12-23,13,2020-12-23T06:00:00Z
14563,2020-12-23,14,2020-12-23T06:30:00Z
14562,2020-12-23,19,2020-12-23T09:00:00Z
14561,2020-12-23,20,2020-12-23T09:30:00Z
14560,2020-12-23,21,2020-12-23T10:00:00Z
14559,2020-12-23,22,2020-12-23T10:30:00Z
14558,2020-12-23,33,2020-12-23T16:00:00Z
14557,2020-12-23,34,2020-12-23T16:30:00Z
14556,2020-12-23,35,2020-12-23T17:00:00Z
14555,2020-12-23,36,2020-12-23T17:30:00Z
14554,2020-12-23,37,2020-12-23T18:00:00Z
14553,2020-12-23,41,2020-12-23T20:00:00Z
14552,2020-12-23,42,2020-12-23T20:30:00Z
14551,2020-12-23,43,2020-12-23T21:00:00Z
14550,2020-12-23,44,2020-12-23T21:30:00Z
14549,2020-12-23,45,2020-12-23T22:00:00Z
14548,2020-12-23,46,2020-12-23T22:30:00Z
14547,2020-12-23,47,2020-12-23T23:00:00Z
14546,2020-12-23,48,2020-12-23T23:30:00Z
14545,2020-12-24,1,2020-12-24T00:00:00Z
14544,2020-12-24,2,2020-12-24T00:30:00Z
14543,2020-12-24,3,2020-12-24T01:00:00Z
14542,2020-12-24,4,2020-12-24T01:30:00Z
14541,2020-12-24,5,2020-12-24T02:00:00Z
14540,2020-12-24,6,2020-12-24T02:30:00Z
14539,2020-12-24,7,2020-12-24T03:00:00Z
14538,2020-12-24,8,2020-12-24T03:30:00Z
14537,2020-12-24,9,2020-12-24T04:00:00Z
14536,2020-12-24,10,2020-12-24T04:30:00Z
14535,2020-12-24,11,2020-12-24T05:00:00Z
14534,2020-12-24,12,2020-12-24T05:30:00Z
14533,2020-12-24,13,2020-12-24T06:00:00Z
14532,2020-12-24,14,2020-12-24T06:30:00Z
14531,2020-12-24,15,2020-12-24T07:00:00Z
14530,2020-12-24,16,2020-12-24T07:30:00Z
14529,2020-12-24,17,2020-12-24T08:00:00Z
14528,2020-12-24,18,2020-12-24T08:30:00Z
14527,2020-12-24,19,2020-12-24T09:00:00Z
14526,2020-12-24,20,2020-12-24T09:30:00Z
14525,2020-12-24,21,2020-12-24T10:00:00Z
14524,2020-12-24,22,2020-12-24T10:30:00Z
14523,2020-12-24,23,2020-12-24T11:00:00Z
14522,2020-12-24,24,2020-12-24T11:30:00Z
14521,2020-12-24,25,2020-12-24T12:00:00Z
14520,2020-12-24,32,2020-12-24T15:30:00Z
14519,2020-12-24,33,2020-12-24T16:00:00Z
14518,2020-12-24,34,2020-12-24T16:30:00Z
14517,2020-12-24,35,2020-12-24T17:00:00Z
14516,2020-12-24,36,2020-12-24T17:30:00Z
14515,2020-12-24,37,2020-12-24T18:00:00Z
14514,2020-12-24,38,2020-12-24T18:30:00Z
14513,2020-12-24,41,2020-12-24T20:00:00Z
14512,2020-12-24,42,2020-12-24T20:30:00Z
14511,2020-12-24,43,2020-12-24T21:00:00Z
14510,2020-12-24,44,2020-12-24T21:30:00Z
14509,2020-12-24,45,2020-12-24T22:00:00Z
14508,2020-12-24,46,2020-12-24T22:30:00Z
14507,2020-12-24,47,2020-12-24T23:00:00Z
14506,2020-12-24,48,2020-12-24T23:30:00Z
14505,2020-12-25,1,2020-12-25T00:00:00Z
14504,2020-12-25,2,2020-12-25T00:30:00Z
14503,2020-12-25,3,2020-12-25T01:00:00Z
14502,2020-12-25,4,2020-12-25T01:30:00Z
14501,2020-12-25,5,2020-12-25T02:00:00Z
14500,2020-12-25,6,2020-12-25T02:30:00Z
14499,2020-12-25,7,2020-12-25T03:00:00Z
14498,2020-12-25,8,2020-12-25T03:30:00Z
14497,2020-12-25,9,2020-12-25T04:00:00Z
14496,2020-12-25,10,2020-12-25T04:30:00Z
14495,2020-12-25,11,2020-12-25T05:00:00Z
14494,2020-12-25,12,2020-12-25T05:30:00Z
14493,2020-12-25,13,2020-12-25T06:00:00Z
14492,2020-12-25,14,2020-12-25T06:30:00Z
14491,2020-12-25,15,2020-12-25T07:00:00Z
14490,2020-12-25,16,2020-12-25T07:30:00Z
14489,2020-12-25,17,2020-12-25T08:00:00Z
14488,2020-12-25,18,2020-12-25T08:30:00Z
14487,2020-12-25,19,2020-12-25T09:00:00Z
14486,2020-12-25,20,2020-12-25T09:30:00Z
14485,2020-12-25,26,2020-12-25T12:30:00Z
14484,2020-12-25,27,2020-12-25T13:00:00Z
14483,2020-12-25,28,2020-12-25T13:30:00Z
14482,2020-12-25,33,2020-12-25T16:00:00Z
14481,2020-12-25,34,2020-12-25T16:30:00Z
14480,2020-12-25,35,2020-12-25T17:00:00Z
14479,2020-12-25,36,2020-12-25T17:30:00Z
14478,2020-12-25,37,2020-12-25T18:00:00Z
14477,2020-12-25,38,2020-12-25T18:30:00Z
14476,2020-12-25,39,2020-12-25T19:00:00Z
14475,2020-12-25,40,2020-12-25T19:30:00Z
14474,2020-12-25,41,2020-12-25T20:00:00Z
14473,2020-12-25,42,2020-12-25T20:30:00Z
14472,2020-12-25,43,2020-12-25T21:00:00Z
14471,2020-12-25,44,2020-12-25T21:30:00Z
14470,2020-12-25,45,2020-12-25T22:00:00Z
14469,2020-12-25,46,2020-12-25T22:30:00Z
14468,2020-12-25,47,2020-12-25T23:00:00Z
14467,2020-12-25,48,2020-12-25T23:30:00Z
14466,2020-12-26,1,2020-12-26T00:00:00Z
14465,2020-12-26,2,2020-12-26T00:30:00Z
14464,2020-12-26,3,2020-12-26T01:00:00Z
14463,2020-12-26,4,2020-12-26T01:30:00Z
14462,2020-12-26,5,2020-12-26T02:00:00Z
14461,2020-12-26,6,2020-12-26T02:30:00Z
14460,2020-12-26,7,2020-12-26T03:00:00Z
14459,2020-12-26,8,2020-12-26T03:30:00Z
14458,2020-12-26,9,2020-12-26T04:00:00Z
14457,2020-12-26,10,2020-12-26T04:30:00Z
14456,2020-12-26,11,2020-12-26T05:00:00Z
14455,2020-12-26,12,2020-12-26T05:30:00Z
14454,2020-12-26,13,2020-12-26T06:00:00Z
14453,2020-12-26,14,2020-12-26T06:30:00Z
14452,2020-12-26,15,2020-12-26T07:00:00Z
14451,2020-12-26,16,2020-12-26T07:30:00Z
14450,2020-12-26,17,2020-12-26T08:00:00Z
14449,2020-12-26,18,2020-12-26T08:30:00Z
14448,2020-12-26,19,2020-12-26T09:00:00Z
14447,2020-12-26,20,2020-12-26T09:30:00Z
14446,2020-12-26,21,2020-12-26T10:00:00Z
14445,2020-12-26,22,2020-12-26T10:30:00Z
14444,2020-12-26,23,2020-12-26T11:00:00Z
14443,2020-12-26,24,2020-12-26T11:30:00Z
14442,2020-12-26,25,2020-12-26T12:00:00Z
14441,2020-12-26,26,2020-12-26T12:30:00Z
14440,2020-12-26,27,2020-12-26T13:00:00Z
14439,2020-12-26,28,2020-12-26T13:30:00Z
14438,2020-12-26,29,2020-12-26T14:00:00Z
14437,2020-12-26,30,2020-12-26T14:30:00Z
14436,2020-12-26,31,2020-12-26T15:00:00Z
14435,2020-12-26,32,2020-12-26T15:30:00Z
14434,2020-12-26,33,2020-12-26T16:00:00Z
14433,2020-12-26,34,2020-12-26T16:30:00Z
14432,2020-12-26,35,2020-12-26T17:00:00Z
14431,2020-12-26,36,2020-12-26T17:30:00Z
14430,2020-12-26,37,2020-12-26T18:00:00Z
14429,2020-12-26,38,2020-12-26T18:30:00Z
14428,2020-12-26,39,2020-12-26T19:00:00Z
14427,2020-12-26,40,2020-12-26T19:30:00Z
14426,2020-12-26,41,2020-12-26T20:00:00Z
14425,2020-12-26,42,2020-12-26T20:30:00Z
14424,2020-12-26,43,2020-12-26T21:00:00Z
14423,2020-12-26,44,2020-12-26T21:30:00Z
14422,2020-12-26,45,2020-12-26T22:00:00Z
14421,2020-12-26,46,2020-12-26T22:30:00Z
14420,2020-12-26,47,2020-12-26T23:00:00Z
14419,2020-12-26,48,2020-12-26T23:30:00Z
14418,2020-12-27,1,2020-12-27T00:00:00Z
14417,2020-12-27,2,2020-12-27T00:30:00Z
14416,2020-12-27,3,2020-12-27T01:00:00Z
14415,2020-12-27,4,2020-12-27T01:30:00Z
14414,2020-12-27,5,2020-12-27T02:00:00Z
14413,2020-12-27,6,2020-12-27T02:30:00Z
14412,2020-12-27,7,2020-12-27T03:00:00Z
14411,2020-12-27,8,2020-12-27T03:30:00Z
14410,2020-12-27,9,2020-12-27T04:00:00Z
14409,2020-12-27,10,2020-12-27T04:30:00Z
14408,2020-12-27,11,2020-12-27T05:00:00Z
14407,2020-12-27,12,2020-12-27T05:30:00Z
14406,2020-12-27,13,2020-12-27T06:00:00Z
14405,2020-12-27,14,2020-12-27T06:30:00Z
14404,2020-12-27,15,2020-12-27T07:00:00Z
14403,2020-12-27,16,2020-12-27T07:30:00Z
14402,2020-12-27,17,2020-12-27T08:00:00Z
14401,2020-12-27,18,2020-12-27T08:30:00Z
14400,2020-12-27,19,2020-12-27T09:00:00Z
14399,2020-12-27,20,2020-12-27T09:30:00Z
14398,2020-12-27,21,2020-12-27T10:00:00Z
14397,2020-12-27,22,2020-12-27T10:30:00Z
14396,2020-12-27,23,2020-12-27T11:00:00Z
14395,2020-12-27,24,2020-12-27T11:30:00Z
14394,2020-12-27,25,2020-12-27T12:00:00Z
14393,2020-12-27,26,2020-12-27T12:30:00Z
14392,2020-12-27,31,2020-12-27T15:00:00Z
14391,2020-12-27,32,2020-12-27T15:30:00Z
14390,2020-12-27,33,2020-12-27T16:00:00Z
14389,2020-12-27,34,2020-12-27T16:30:00Z
14388,2020-12-27,35,2020-12-27T17:00:00Z
14387,2020-12-27,36,2020-12-27T17:30:00Z
14386,2020-12-27,37,2020-12-27T18:00:00Z
14385,2020-12-27,38,2020-12-27T18:30:00Z
14384,2020-12-27,39,2020-12-27T19:00:00Z
14383,2020-12-27,45,2020-12-27T22:00:00Z
14382,2020-12-27,46,2020-12-27T22:30:00Z
14381,2020-12-27,47,2020-12-27T23:00:00Z
14380,2020-12-27,48,2020-12-27T23:30:00Z
14379,2020-12-28,1,2020-12-28T00:00:00Z
14378,2020-12-28,2,2020-12-28T00:30:00Z
14377,2020-12-28,3,2020-12-28T01:00:00Z
14376,2020-12-28,4,2020-12-28T01:30:00Z
14375,2020-12-28,5,2020-12-28T02:00:00Z
14374,2020-12-28,6,2020-12-28T02:30:00Z
14373,2020-12-28,7,2020-12-28T03:00:00Z
14372,2020-12-28,8,2020-12-28T03:30:00Z
14371,2020-12-28,9,2020-12-28T04:00:00Z
14370,2020-12-28,10,2020-12-28T04:30:00Z
14369,2020-12-28,11,2020-12-28T05:00:00Z
14368,2020-12-28,12,2020-12-28T05:30:00Z
14367,2020-12-28,13,2020-12-28T06:00:00Z
14366,2020-12-28,14,2020-12-28T06:30:00Z
14365,2020-12-28,15,2020-12-28T07:00:00Z
14364,2020-12-28,16,2020-12-28T07:30:00Z
14363,2020-12-28,17,2020-12-28T08:00:00Z
14362,2020-12-28,18,2020-12-28T08:30:00Z
14361,2020-12-28,19,2020-12-28T09:00:00Z
14360,2020-12-28,20,2020-12-28T09:30:00Z
14359,2020-12-28,21,2020-12-28T10:00:00Z
14358,2020-12-28,22,2020-12-28T10:30:00Z
14357,2020-12-28,23,2020-12-28T11:00:00Z
14356,2020-12-28,24,2020-12-28T11:30:00Z
14355,2020-12-28,25,2020-12-28T12:00:00Z
14354,2020-12-28,26,2020-12-28T12:30:00Z
14353,2020-12-28,27,2020-12-28T13:00:00Z
14352,2020-12-28,28,2020-12-28T13:30:00Z
14351,2020-12-28,31,2020-12-28T15:00:00Z
14350,2020-12-28,33,2020-12-28T16:00:00Z
14349,2020-12-28,34,2020-12-28T16:30:00Z
14348,2020-12-28,35,2020-12-28T17:00:00Z
14347,2020-12-28,36,2020-12-28T17:30:00Z
14346,2020-12-28,37,2020-12-28T18:00:00Z
14345,2020-12-28,38,2020-12-28T18:30:00Z
14344,2020-12-28,39,2020-12-28T19:00:00Z
14343,2020-12-28,40,2020-12-28T19:30:00Z
14342,2020-12-28,45,2020-12-28T22:00:00Z
14341,2020-12-28,46,2020-12-28T22:30:00Z
14340,2020-12-28,47,2020-12-28T23:00:00Z
14339,2020-12-28,48,2020-12-28T23:30:00Z
14338,2020-12-29,1,2020-12-29T00:00:00Z
14337,2020-12-29,2,2020-12-29T00:30:00Z
14336,2020-12-29,3,2020-12-29T01:00:00Z
14335,2020-12-29,4,2020-12-29T01:30:00Z
14334,2020-12-29,5,2020-12-29T02:00:00Z
14333,2020-12-29,6,2020-12-29T02:30:00Z
14332,2020-12-29,7,2020-12-29T03:00:00Z
14331,2020-12-29,8,2020-12-29T03:30:00Z
14330,2020-12-29,9,2020-12-29T04:00:00Z
14329,2020-12-29,10,2020-12-29T04:30:00Z
14328,2020-12-29,11,2020-12-29T05:00:00Z
14327,2020-12-29,12,2020-12-29T05:30:00Z
14326,2020-12-29,13,2020-12-29T06:00:00Z
14325,2020-12-29,14,2020-12-29T06:30:00Z
14324,2020-12-29,15,2020-12-29T07:00:00Z
14323,2020-12-29,16,2020-12-29T07:30:00Z
14322,2020-12-29,22,2020-12-29T10:30:00Z
14321,2020-12-29,23,2020-12-29T11:00:00Z
14320,2020-12-29,29,2020-12-29T14:00:00Z
14319,2020-12-29,32,2020-12-29T15:30:00Z
14318,2020-12-29,34,2020-12-29T16:30:00Z
14317,2020-12-29,35,2020-12-29T17:00:00Z
14316,2020-12-29,36,2020-12-29T17:30:00Z
14315,2020-12-29,37,2020-12-29T18:00:00Z
14314,2020-12-29,38,2020-12-29T18:30:00Z
14313,2020-12-29,40,2020-12-29T19:30:00Z
14312,2020-12-29,41,2020-12-29T20:00:00Z
14311,2020-12-29,42,2020-12-29T20:30:00Z
14310,2020-12-29,43,2020-12-29T21:00:00Z
14309,2020-12-29,44,2020-12-29T21:30:00Z
14308,2020-12-29,45,2020-12-29T22:00:00Z
14307,2020-12-29,46,2020-12-29T22:30:00Z
14306,2020-12-29,47,2020-12-29T23:00:00Z
14305,2020-12-29,48,2020-12-29T23:30:00Z
14304,2020-12-30,1,2020-12-30T00:00:00Z
14773,2020-12-30,1,2020-12-30T00:00:00Z
14772,2020-12-30,2,2020-12-30T00:30:00Z
14771,2020-12-30,3,2020-12-30T01:00:00Z
14770,2020-12-30,4,2020-12-30T01:30:00Z
14769,2020-12-30,5,2020-12-30T02:00:00Z
14768,2020-12-30,6,2020-12-30T02:30:00Z
14767,2020-12-30,7,2020-12-30T03:00:00Z
14766,2020-12-30,8,2020-12-30T03:30:00Z
14765,2020-12-30,9,2020-12-30T04:00:00Z
14764,2020-12-30,10,2020-12-30T04:30:00Z
14763,2020-12-30,11,2020-12-30T05:00:00Z
14762,2020-12-30,12,2020-12-30T05:30:00Z
14761,2020-12-30,13,2020-12-30T06:00:00Z
14760,2020-12-30,14,2020-12-30T06:30:00Z
14759,2020-12-30,15,2020-12-30T07:00:00Z
14758,2020-12-30,16,2020-12-30T07:30:00Z
14757,2020-12-30,17,2020-12-30T08:00:00Z
14756,2020-12-30,18,2020-12-30T08:30:00Z
14755,2020-12-30,21,2020-12-30T10:00:00Z
14754,2020-12-30,23,2020-12-30T11:00:00Z
14753,2020-12-30,25,2020-12-30T12:00:00Z
14752,2020-12-30,26,2020-12-30T12:30:00Z
14751,2020-12-30,27,2020-12-30T13:00:00Z
14750,2020-12-30,28,2020-12-30T13:30:00Z
14749,2020-12-30,29,2020-12-30T14:00:00Z
14748,2020-12-30,31,2020-12-30T15:00:00Z
14747,2020-12-30,34,2020-12-30T16:30:00Z
14746,2020-12-30,35,2020-12-30T17:00:00Z
14745,2020-12-30,36,2020-12-30T17:30:00Z
14744,2020-12-30,37,2020-12-30T18:00:00Z
14743,2020-12-30,38,2020-12-30T18:30:00Z
14742,2020-12-30,40,2020-12-30T19:30:00Z
14741,2020-12-30,42,2020-12-30T20:30:00Z
14740,2020-12-30,43,2020-12-30T21:00:00Z
14739,2020-12-31,1,2020-12-31T00:00:00Z
14738,2020-12-31,2,2020-12-31T00:30:00Z
14737,2020-12-31,3,2020-12-31T01:00:00Z
14736,2020-12-31,4,2020-12-31T01:30:00Z
14735,2020-12-31,5,2020-12-31T02:00:00Z
14734,2020-12-31,6,2020-12-31T02:30:00Z
14733,2020-12-31,7,2020-12-31T03:00:00Z
14732,2020-12-31,8,2020-12-31T03:30:00Z
14731,2020-12-31,9,2020-12-31T04:00:00Z
14730,2020-12-31,10,2020-12-31T04:30:00Z
14729,2020-12-31,11,2020-12-31T05:00:00Z
14728,2020-12-31,12,2020-12-31T05:30:00Z
14727,2020-12-31,13,2020-12-31T06:00:00Z
14726,2020-12-31,14,2020-12-31T06:30:00Z
14725,2020-12-31,15,2020-12-31T07:00:00Z
14724,2020-12-31,16,2020-12-31T07:30:00Z
14723,2020-12-31,18,2020-12-31T08:30:00Z
14722,2020-12-31,19,2020-12-31T09:00:00Z
14721,2020-12-31,21,2020-12-31T10:00:00Z
14720,2020-12-31,25,2020-12-31T12:00:00Z
14719,2020-12-31,30,2020-12-31T14:30:00Z
14718,2020-12-31,31,2020-12-31T15:00:00Z
14717,2020-12-31,33,2020-12-31T16:00:00Z
14716,2020-12-31,34,2020-12-31T16:30:00Z
14715,2020-12-31,35,2020-12-31T17:00:00Z
14714,2020-12-31,37,2020-12-31T18:00:00Z
14713,2020-12-31,39,2020-12-31T19:00:00Z
14712,2020-12-31,41,2020-12-31T20:00:00Z
14711,2020-12-31,47,2020-12-31T23:00:00Z
14710,2020-12-31,48,2020-12-31T23:30:00Z
14709,2021-01-01,1,2021-01-01T00:00:00Z
14708,2021-01-01,2,2021-01-01T00:30:00Z
14707,2021-01-01,3,2021-01-01T01:00:00Z
14706,2021-01-01,4,2021-01-01T01:30:00Z
14705,2021-01-01,5,2021-01-01T02:00:00Z
14704,2021-01-01,6,2021-01-01T02:30:00Z
14703,2021-01-01,7,2021-01-01T03:00:00Z
14702,2021-01-01,8,2021-01-01T03:30:00Z
14701,2021-01-01,9,2021-01-01T04:00:00Z
14700,2021-01-01,10,2021-01-01T04:30:00Z
14699,2021-01-01,11,2021-01-01T05:00:00Z
14698,2021-01-01,12,2021-01-01T05:30:00Z
14697,2021-01-01,13,2021-01-01T06:00:00Z
14696,2021-01-01,14,2021-01-01T06:30:00Z
14695,2021-01-01,15,2021-01-01T07:00:00Z
14694,2021-01-01,16,2021-01-01T07:30:00Z
14693,2021-01-01,17,2021-01-01T08:00:00Z
14692,2021-01-01,18,2021-01-01T08:30:00Z
14691,2021-01-01,19,2021-01-01T09:00:00Z
14690,2021-01-01,20,2021-01-01T09:30:00Z
14689,2021-01-01,34,2021-01-01T16:30:00Z
14688,2021-01-01,35,2021-01-01T17:00:00Z
14687,2021-01-01,42,2021-01-01T20:30:00Z
14686,2021-01-01,43,2021-01-01T21:00:00Z
14685,2021-01-01,44,2021-01-01T21:30:00Z
14684,2021-01-01,45,2021-01-01T22:00:00Z
14683,2021-01-01,47,2021-01-01T23:00:00Z
14682,2021-01-01,48,2021-01-01T23:30:00Z
14681,2021-01-02,1,2021-01-02T00:00:00Z
14680,2021-01-02,2,2021-01-02T00:30:00Z
14679,2021-01-02,3,2021-01-02T01:00:00Z
14678,2021-01-02,4,2021-01-02T01:30:00Z
14677,2021-01-02,5,2021-01-02T02:00:00Z
14676,2021-01-02,6,2021-01-02T02:30:00Z
14675,2021-01-02,7,2021-01-02T03:00:00Z
14674,2021-01-02,8,2021-01-02T03:30:00Z
14673,2021-01-02,9,2021-01-02T04:00:00Z
14672,2021-01-02,10,2021-01-02T04:30:00Z
14671,2021-01-02,11,2021-01-02T05:00:00Z
14670,2021-01-02,12,2021-01-02T05:30:00Z
14669,2021-01-02,13,2021-01-02T06:00:00Z
14668,2021-01-02,14,2021-01-02T06:30:00Z
14667,2021-01-02,15,2021-01-02T07:00:00Z
14666,2021-01-02,16,2021-01-02T07:30:00Z
14665,2021-01-02,24,2021-01-02T11:30:00Z
14664,2021-01-02,25,2021-01-02T12:00:00Z
14663,2021-01-02,26,2021-01-02T12:30:00Z
14662,2021-01-02,47,2021-01-02T23:00:00Z
14661,2021-01-02,48,2021-01-02T23:30:00Z
14660,2021-01-03,1,2021-01-03T00:00:00Z
14659,2021-01-03,2,2021-01-03T00:30:00Z
14658,2021-01-03,3,2021-01-03T01:00:00Z
14657,2021-01-03,4,2021-01-03T01:30:00Z
14656,2021-01-03,5,2021-01-03T02:00:00Z
14655,2021-01-03,6,2021-01-03T02:30:00Z
14654,2021-01-03,7,2021-01-03T03:00:00Z
14653,2021-01-03,8,2021-01-03T03:30:00Z
14652,2021-01-03,9,2021-01-03T04:00:00Z
14651,2021-01-03,10,2021-01-03T04:30:00Z
14650,2021-01-03,11,2021-01-03T05:00:00Z
14649,2021-01-03,12,2021-01-03T05:30:00Z
14648,2021-01-03,13,2021-01-03T06:00:00Z
14647,2021-01-03,14,2021-01-03T06:30:00Z
14646,2021-01-03,15,2021-01-03T07:00:00Z
14645,2021-01-03,16,2021-01-03T07:30:00Z
14644,2021-01-03,17,2021-01-03T08:00:00Z
14643,2021-01-03,18,2021-01-03T08:30:00Z
14642,2021-01-03,19,2021-01-03T09:00:00Z
14641,2021-01-03,20,2021-01-03T09:30:00Z
14640,2021-01-03,43,2021-01-03T21:00:00Z
14639,2021-01-03,44,2021-01-03T21:30:00Z
14638,2021-01-03,45,2021-01-03T22:00:00Z
14637,2021-01-03,46,2021-01-03T22:30:00Z
14636,2021-01-03,47,2021-01-03T23:00:00Z
14635,2021-01-03,48,2021-01-03T23:30:00Z
14634,2021-01-04,1,2021-01-04T00:00:00Z
14633,2021-01-04,2,2021-01-04T00:30:00Z
14632,2021-01-04,3,2021-01-04T01:00:00Z
14631,2021-01-04,4,2021-01-04T01:30:00Z
14630,2021-01-04,5,2021-01-04T02:00:00Z
14629,2021-01-04,6,2021-01-04T02:30:00Z
14628,2021-01-04,7,2021-01-04T03:00:00Z
14627,2021-01-04,8,2021-01-04T03:30:00Z
14626,2021-01-04,9,2021-01-04T04:00:00Z
14625,2021-01-04,10,2021-01-04T04:30:00Z
14624,2021-01-04,11,2021-01-04T05:00:00Z
14623,2021-01-04,12,2021-01-04T05:30:00Z
14622,2021-01-04,15,2021-01-04T07:00:00Z
14621,2021-01-04,16,2021-01-04T07:30:00Z
14620,2021-01-04,17,2021-01-04T08:00:00Z
14619,2021-01-04,18,2021-01-04T08:30:00Z
14618,2021-01-04,19,2021-01-04T09:00:00Z
14617,2021-01-04,20,2021-01-04T09:30:00Z
14616,2021-01-04,21,2021-01-04T10:00:00Z
14615,2021-01-04,22,2021-01-04T10:30:00Z
14614,2021-01-04,24,2021-01-04T11:30:00Z
14613,2021-01-04,25,2021-01-04T12:00:00Z
14612,2021-01-04,26,2021-01-04T12:30:00Z
14611,2021-01-04,38,2021-01-04T18:30:00Z
14610,2021-01-04,46,2021-01-04T22:30:00Z
14609,2021-01-04,47,2021-01-04T23:00:00Z
14608,2021-01-04,48,2021-01-04T23:30:00Z
14607,2021-01-05,1,2021-01-05T00:00:00Z
14606,2021-01-05,2,2021-01-05T00:30:00Z
14605,2021-01-05,3,2021-01-05T01:00:00Z
14604,2021-01-05,4,2021-01-05T01:30:00Z
14603,2021-01-05,5,2021-01-05T02:00:00Z
14602,2021-01-05,6,2021-01-05T02:30:00Z
14601,2021-01-05,7,2021-01-05T03:00:00Z
14600,2021-01-05,8,2021-01-05T03:30:00Z
14599,2021-01-05,9,2021-01-05T04:00:00Z
14598,2021-01-05,10,2021-01-05T04:30:00Z
14597,2021-01-05,11,2021-01-05T05:00:00Z
14596,2021-01-05,12,2021-01-05T05:30:00Z
14595,2021-01-05,13,2021-01-05T06:00:00Z
14594,2021-01-05,14,2021-01-05T06:30:00Z
14593,2021-01-05,15,2021-01-05T07:00:00Z
14592,2021-01-05,16,2021-01-05T07:30:00Z
14591,2021-01-05,17,2021-01-05T08:00:00Z
14590,2021-01-05,18,2021-01-05T08:30:00Z
14589,2021-01-05,19,2021-01-05T09:00:00Z
14588,2021-01-05,20,2021-01-05T09:30:00Z
14587,2021-01-05,21,2021-01-05T10:00:00Z
14586,2021-01-05,22,2021-01-05T10:30:00Z
14585,2021-01-05,23,2021-01-05T11:00:00Z
14584,2021-01-05,24,2021-01-05T11:30:00Z
14583,2021-01-05,25,2021-01-05T12:00:00Z
14582,2021-01-05,26,2021-01-05T12:30:00Z
14581,2021-01-05,31,2021-01-05T15:00:00Z
14580,2021-01-05,32,2021-01-05T15:30:00Z
14579,2021-01-05,38,2021-01-05T18:30:00Z
14578,2021-01-05,40,2021-01-05T19:30:00Z
14577,2021-01-05,43,2021-01-05T21:00:00Z
14981,2021-01-06,2,2021-01-06T00:30:00Z
14980,2021-01-06,5,2021-01-06T02:00:00Z
14979,2021-01-06,6,2021-01-06T02:30:00Z
14978,2021-01-06,11,2021-01-06T05:00:00Z
14977,2021-01-06,12,2021-01-06T05:30:00Z
14976,2021-01-06,13,2021-01-06T06:00:00Z
14975,2021-01-06,14,2021-01-06T06:30:00Z
14974,2021-01-06,15,2021-01-06T07:00:00Z
14973,2021-01-06,16,2021-01-06T07:30:00Z
14972,2021-01-06,17,2021-01-06T08:00:00Z
14971,2021-01-06,18,2021-01-06T08:30:00Z
14970,2021-01-06,19,2021-01-06T09:00:00Z
14969,2021-01-06,24,2021-01-06T11:30:00Z
14968,2021-01-06,25,2021-01-06T12:00:00Z
14967,2021-01-06,26,2021-01-06T12:30:00Z
14966,2021-01-06,29,2021-01-06T14:00:00Z
14965,2021-01-06,33,2021-01-06T16:00:00Z
14964,2021-01-06,34,2021-01-06T16:30:00Z
14963,2021-01-06,35,2021-01-06T17:00:00Z
14962,2021-01-06,38,2021-01-06T18:30:00Z
14961,2021-01-06,39,2021-01-06T19:00:00Z
14960,2021-01-06,40,2021-01-06T19:30:00Z
14959,2021-01-06,42,2021-01-06T20:30:00Z
14958,2021-01-06,43,2021-01-06T21:00:00Z
14957,2021-01-06,44,2021-01-06T21:30:00Z
14956,2021-01-06,47,2021-01-06T23:00:00Z
14955,2021-01-06,48,2021-01-06T23:30:00Z
14954,2021-01-07,11,2021-01-07T05:00:00Z
